title,price,availability,rating,genre,url,image_url,description,upc,scraped_at,session_id,container_id,scrape_duration,retry_count
Life,£31.58,In stock,5,Music,http://books.toscrape.com/catalogue/life_104/index.html,http://books.toscrape.com/media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,,,2025-05-28T10:32:27.672859,music-3ce31e2b,worker-0,68.21,0
Old Records Never Die: One Man's Quest for His Vinyl and His Past,£55.66,In stock,2,Music,http://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,http://books.toscrape.com/media/cache/7e/94/7e947f3dd04f178175b85123829467a9.jpg,,,2025-05-28T10:32:28.456920,music-3ce31e2b,worker-0,68.99,0
Forever Rockers (The Rocker #12),£28.80,In stock,3,Music,http://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,http://books.toscrape.com/media/cache/7f/b0/7fb03a053c270000667a50dd8d594843.jpg,,,2025-05-28T10:32:29.182327,music-3ce31e2b,worker-0,69.72,0
Birdsong: A Story in Pictures,£54.64,In stock,3,Childrens,http://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,http://books.toscrape.com/media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,,,2025-05-28T10:30:39.485509,childrens-058e514b,worker-4,85.62,0
The Bear and the Piano,£36.89,In stock,1,Childrens,http://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,http://books.toscrape.com/media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,,,2025-05-28T10:30:40.486207,childrens-058e514b,worker-4,86.62,0
The Secret of Dreadwillow Carse,£56.13,In stock,1,Childrens,http://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,http://books.toscrape.com/media/cache/c4/a2/c4a2a1a026c67bcceb5a411c724d7d0c.jpg,,,2025-05-28T10:30:41.222450,childrens-058e514b,worker-4,87.36,0
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,£58.08,In stock,4,Childrens,http://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,http://books.toscrape.com/media/cache/26/32/2632a1e12f2c085fabbe022ae4cd6933.jpg,,,2025-05-28T10:30:41.970241,childrens-058e514b,worker-4,88.1,0
Little Red,£13.47,In stock,3,Childrens,http://books.toscrape.com/catalogue/little-red_817/index.html,http://books.toscrape.com/media/cache/80/25/8025b80a40178f2a6dd4f99ad88e0fba.jpg,,,2025-05-28T10:30:42.772926,childrens-058e514b,worker-4,88.91,0
Walt Disney's Alice in Wonderland,£12.96,In stock,5,Childrens,http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,http://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg,,,2025-05-28T10:30:43.641886,childrens-058e514b,worker-4,89.78,0
Twenty Yawns,£22.08,In stock,2,Childrens,http://books.toscrape.com/catalogue/twenty-yawns_773/index.html,http://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg,,,2025-05-28T10:30:44.365346,childrens-058e514b,worker-4,90.5,0
Rain Fish,£23.57,In stock,3,Childrens,http://books.toscrape.com/catalogue/rain-fish_728/index.html,http://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg,,,2025-05-28T10:30:45.084112,childrens-058e514b,worker-4,91.22,0
Once Was a Time,£18.28,In stock,2,Childrens,http://books.toscrape.com/catalogue/once-was-a-time_724/index.html,http://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg,,,2025-05-28T10:30:45.818664,childrens-058e514b,worker-4,91.95,0
Luis Paints the World,£53.95,In stock,3,Childrens,http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,http://books.toscrape.com/media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg,,,2025-05-28T10:30:46.645737,childrens-058e514b,worker-4,92.78,0
Nap-a-Roo,£25.08,In stock,1,Childrens,http://books.toscrape.com/catalogue/nap-a-roo_567/index.html,http://books.toscrape.com/media/cache/27/1f/271faa1d7561473974d12803feb1f0a1.jpg,,,2025-05-28T10:30:47.416028,childrens-058e514b,worker-4,93.55,0
The Whale,£35.96,In stock,4,Childrens,http://books.toscrape.com/catalogue/the-whale_501/index.html,http://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,,,2025-05-28T10:30:48.114148,childrens-058e514b,worker-4,94.25,0
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",£52.87,In stock,3,Childrens,http://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,http://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,,,2025-05-28T10:30:48.840127,childrens-058e514b,worker-4,94.97,0
Raymie Nightingale,£34.41,In stock,2,Childrens,http://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,http://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,,,2025-05-28T10:30:49.649796,childrens-058e514b,worker-4,95.78,0
Playing from the Heart,£32.38,In stock,1,Childrens,http://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,http://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,,,2025-05-28T10:30:50.409857,childrens-058e514b,worker-4,96.54,0
Maybe Something Beautiful: How Art Transformed a Neighborhood,£22.54,In stock,1,Childrens,http://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,http://books.toscrape.com/media/cache/c0/bb/c0bb6e42743b9c1aaf9b754501100a5d.jpg,,,2025-05-28T10:30:51.160064,childrens-058e514b,worker-4,97.29,0
The Wild Robot,£56.07,In stock,3,Childrens,http://books.toscrape.com/catalogue/the-wild-robot_288/index.html,http://books.toscrape.com/media/cache/bf/db/bfdbf9726621276fc7821d705690dbae.jpg,,,2025-05-28T10:30:52.068535,childrens-058e514b,worker-4,98.2,0
The Thing About Jellyfish,£48.77,In stock,1,Childrens,http://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,http://books.toscrape.com/media/cache/e0/90/e090748ce5a567207aed9185c97eb34b.jpg,,,2025-05-28T10:30:53.141328,childrens-058e514b,worker-4,99.27,0
The Lonely Ones,£43.59,In stock,5,Childrens,http://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,http://books.toscrape.com/media/cache/21/bd/21bdf7ae21476b1debf4aa3eefe6f29d.jpg,,,2025-05-28T10:30:53.922631,childrens-058e514b,worker-4,100.06,0
The Day the Crayons Came Home (Crayons),£26.33,In stock,5,Childrens,http://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,http://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,,,2025-05-28T10:30:54.667840,childrens-058e514b,worker-4,100.8,0
The Cat in the Hat (Beginner Books B-1),£16.26,In stock,2,Childrens,http://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,http://books.toscrape.com/media/cache/9b/f1/9bf106306301a44635aa7bd381c84e4d.jpg,,,2025-05-28T10:33:20.546410,childrens-058e514b,worker-4,246.68,0
Red: The True Story of Red Riding Hood,£28.54,In stock,3,Childrens,http://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,http://books.toscrape.com/media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg,,,2025-05-28T10:33:21.306370,childrens-058e514b,worker-4,247.44,0
Horrible Bear!,£37.52,In stock,2,Childrens,http://books.toscrape.com/catalogue/horrible-bear_168/index.html,http://books.toscrape.com/media/cache/d2/63/d26337dee5c0b13b56b7aea59d611570.jpg,,,2025-05-28T10:33:22.085333,childrens-058e514b,worker-4,248.22,0
Green Eggs and Ham (Beginner Books B-16),£10.79,In stock,4,Childrens,http://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,http://books.toscrape.com/media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,,,2025-05-28T10:33:22.857163,childrens-058e514b,worker-4,248.99,0
Counting Thyme,£10.62,In stock,1,Childrens,http://books.toscrape.com/catalogue/counting-thyme_142/index.html,http://books.toscrape.com/media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,,,2025-05-28T10:33:23.624885,childrens-058e514b,worker-4,249.76,0
Are We There Yet?,£10.66,In stock,3,Childrens,http://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,http://books.toscrape.com/media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,,,2025-05-28T10:33:24.437171,childrens-058e514b,worker-4,250.57,0
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),£52.88,In stock,4,Childrens,http://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,http://books.toscrape.com/media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,,,2025-05-28T10:33:25.155004,childrens-058e514b,worker-4,251.29,0
Matilda,£28.34,In stock,1,Childrens,http://books.toscrape.com/catalogue/matilda_32/index.html,http://books.toscrape.com/media/cache/03/47/0347bd215f4813edd81c2cd76bab53ca.jpg,,,2025-05-28T10:33:25.883676,childrens-058e514b,worker-4,252.02,0
Charlie and the Chocolate Factory (Charlie Bucket #1),£22.85,In stock,3,Childrens,http://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,http://books.toscrape.com/media/cache/d6/cc/d6cc0c66e34dfc214b406208bbaf18e2.jpg,,,2025-05-28T10:33:26.638895,childrens-058e514b,worker-4,252.77,0
Mesaerion: The Best Science Fiction Stories 1800-1849,£37.59,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,http://books.toscrape.com/media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,,,2025-05-28T10:33:42.791360,science fiction-c6fb3ba7,worker-0,63.37,0
Join,£35.67,In stock,5,Science Fiction,http://books.toscrape.com/catalogue/join_902/index.html,http://books.toscrape.com/media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,,,2025-05-28T10:33:43.581686,science fiction-c6fb3ba7,worker-0,64.16,0
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",£43.30,In stock,4,Science Fiction,http://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,http://books.toscrape.com/media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,,,2025-05-28T10:33:44.361545,science fiction-c6fb3ba7,worker-0,64.94,0
The Project,£10.65,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/the-project_856/index.html,http://books.toscrape.com/media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg,,,2025-05-28T10:33:45.132647,science fiction-c6fb3ba7,worker-0,65.72,0
Soft Apocalypse,£26.12,In stock,2,Science Fiction,http://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,http://books.toscrape.com/media/cache/f0/06/f0060c756556b855184fa32f66280961.jpg,,,2025-05-28T10:33:45.846521,science fiction-c6fb3ba7,worker-0,66.43,0
Sleeping Giants (Themis Files #1),£48.74,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,http://books.toscrape.com/media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg,,,2025-05-28T10:33:46.604740,science fiction-c6fb3ba7,worker-0,67.19,0
Arena,£21.36,In stock,4,Science Fiction,http://books.toscrape.com/catalogue/arena_587/index.html,http://books.toscrape.com/media/cache/51/88/518810d182843244a404f2a2a614a93b.jpg,,,2025-05-28T10:33:47.396994,science fiction-c6fb3ba7,worker-0,67.98,0
Foundation (Foundation (Publication Order) #1),£32.42,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,http://books.toscrape.com/media/cache/8b/92/8b9267df86378b6973974ae7e1924ffe.jpg,,,2025-05-28T10:33:48.159098,science fiction-c6fb3ba7,worker-0,68.74,0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),£10.92,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,http://books.toscrape.com/media/cache/b8/b2/b8b2956acc758a381beef87339c0a52f.jpg,,,2025-05-28T10:33:48.946055,science fiction-c6fb3ba7,worker-0,69.53,0
Ready Player One,£19.07,In stock,4,Science Fiction,http://books.toscrape.com/catalogue/ready-player-one_209/index.html,http://books.toscrape.com/media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg,,,2025-05-28T10:33:49.749596,science fiction-c6fb3ba7,worker-0,70.33,0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",£33.26,In stock,2,Science Fiction,http://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,http://books.toscrape.com/media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,,,2025-05-28T10:33:50.496421,science fiction-c6fb3ba7,worker-0,71.08,0
Dune (Dune #1),£54.86,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/dune-dune-1_151/index.html,http://books.toscrape.com/media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,,,2025-05-28T10:33:51.242205,science fiction-c6fb3ba7,worker-0,71.82,0
Do Androids Dream of Electric Sheep? (Blade Runner #1),£51.48,In stock,1,Science Fiction,http://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,http://books.toscrape.com/media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,,,2025-05-28T10:33:51.984349,science fiction-c6fb3ba7,worker-0,72.57,0
Three Wishes (River of Time: California #1),£44.18,In stock,2,Science Fiction,http://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,http://books.toscrape.com/media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,,,2025-05-28T10:33:52.827894,science fiction-c6fb3ba7,worker-0,73.41,0
The Last Girl (The Dominion Trilogy #1),£36.26,In stock,2,Science Fiction,http://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,http://books.toscrape.com/media/cache/da/47/da4746e620f8ccd7cf20628d1a5e535a.jpg,,,2025-05-28T10:33:53.685021,science fiction-c6fb3ba7,worker-0,74.27,0
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),£34.96,In stock,4,Science Fiction,http://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,http://books.toscrape.com/media/cache/f4/83/f4835e9f3fdd8b8107bbb39a391654f0.jpg,,,2025-05-28T10:33:54.445500,science fiction-c6fb3ba7,worker-0,75.03,0
The Book of Basketball: The NBA According to The Sports Guy,£44.84,In stock,5,Sports and Games,http://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,http://books.toscrape.com/media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg,,,2025-05-28T10:34:26.884975,sports and games-90cbe4f2,worker-4,49.85,0
"Friday Night Lights: A Town, a Team, and a Dream",£51.22,In stock,3,Sports and Games,http://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,http://books.toscrape.com/media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg,,,2025-05-28T10:34:27.646775,sports and games-90cbe4f2,worker-4,50.62,0
Sugar Rush (Offensive Line #2),£24.42,In stock,1,Sports and Games,http://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,http://books.toscrape.com/media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg,,,2025-05-28T10:34:28.429554,sports and games-90cbe4f2,worker-4,51.4,0
Settling the Score (The Summer Games #1),£44.91,In stock,2,Sports and Games,http://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,http://books.toscrape.com/media/cache/9b/4e/9b4ece2ab5a6335c8594c878e2f22df1.jpg,,,2025-05-28T10:34:29.207818,sports and games-90cbe4f2,worker-4,52.18,0
Icing (Aces Hockey #2),£40.44,In stock,4,Sports and Games,http://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,http://books.toscrape.com/media/cache/8d/1e/8d1e285bf672b2ea66879490cc5f6904.jpg,,,2025-05-28T10:34:29.954319,sports and games-90cbe4f2,worker-4,52.92,0
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),£52.29,In stock,5,Sequential Art,http://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,http://books.toscrape.com/media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,,,2025-05-28T10:27:21.787845,sequential art-be6b9ada,worker-3,74.81,0
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),£16.28,In stock,1,Sequential Art,http://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,http://books.toscrape.com/media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg,,,2025-05-28T10:27:22.596177,sequential art-be6b9ada,worker-3,75.61,0
This One Summer,£19.49,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/this-one-summer_947/index.html,http://books.toscrape.com/media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg,,,2025-05-28T10:27:23.362618,sequential art-be6b9ada,worker-3,76.38,0
The Nameless City (The Nameless City #1),£38.16,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,http://books.toscrape.com/media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg,,,2025-05-28T10:27:24.193477,sequential art-be6b9ada,worker-3,77.21,0
"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,http://books.toscrape.com/media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,,,2025-05-28T10:27:25.065205,sequential art-be6b9ada,worker-3,78.08,0
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,In stock,3,Sequential Art,http://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,http://books.toscrape.com/media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,,,2025-05-28T10:27:25.899344,sequential art-be6b9ada,worker-3,78.92,0
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61,In stock,5,Sequential Art,http://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,http://books.toscrape.com/media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,,,2025-05-28T10:27:26.748250,sequential art-be6b9ada,worker-3,79.77,0
"Pop Gun War, Volume 1: Gift",£18.97,In stock,1,Sequential Art,http://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,http://books.toscrape.com/media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,,,2025-05-28T10:27:27.614014,sequential art-be6b9ada,worker-3,80.63,0
Patience,£10.16,In stock,3,Sequential Art,http://books.toscrape.com/catalogue/patience_916/index.html,http://books.toscrape.com/media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,,,2025-05-28T10:27:28.528949,sequential art-be6b9ada,worker-3,81.55,0
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,http://books.toscrape.com/media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,,,2025-05-28T10:27:29.708660,sequential art-be6b9ada,worker-3,82.73,0
orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41,In stock,1,Sequential Art,http://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,http://books.toscrape.com/media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,,,2025-05-28T10:27:30.546068,sequential art-be6b9ada,worker-3,83.56,0
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,http://books.toscrape.com/media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,,,2025-05-28T10:27:31.342671,sequential art-be6b9ada,worker-3,84.36,0
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61,In stock,3,Sequential Art,http://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,http://books.toscrape.com/media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,,,2025-05-28T10:27:32.080448,sequential art-be6b9ada,worker-3,85.1,0
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,http://books.toscrape.com/media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,,,2025-05-28T10:27:33.026313,sequential art-be6b9ada,worker-3,86.04,0
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,http://books.toscrape.com/media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,,,2025-05-28T10:27:33.745495,sequential art-be6b9ada,worker-3,86.76,0
I am a Hero Omnibus Volume 1,£54.63,In stock,3,Sequential Art,http://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,http://books.toscrape.com/media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,,,2025-05-28T10:27:34.537660,sequential art-be6b9ada,worker-3,87.56,0
"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,http://books.toscrape.com/media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,,,2025-05-28T10:27:35.317308,sequential art-be6b9ada,worker-3,88.34,0
Danganronpa Volume 1,£51.99,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,http://books.toscrape.com/media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,,,2025-05-28T10:27:36.055861,sequential art-be6b9ada,worker-3,89.07,0
"Codename Baboushka, Volume 1: The Conclave of Death",£36.72,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,http://books.toscrape.com/media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,,,2025-05-28T10:27:36.849537,sequential art-be6b9ada,worker-3,89.87,0
Camp Midnight,£17.08,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/camp-midnight_886/index.html,http://books.toscrape.com/media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,,,2025-05-28T10:27:37.643232,sequential art-be6b9ada,worker-3,90.66,0
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,http://books.toscrape.com/media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,,,2025-05-28T10:30:00.427624,sequential art-be6b9ada,worker-3,233.45,0
The Shadow Hero (The Shadow Hero),£33.14,In stock,1,Sequential Art,http://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,http://books.toscrape.com/media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg,,,2025-05-28T10:30:01.244825,sequential art-be6b9ada,worker-3,234.26,0
"Fables, Vol. 1: Legends in Exile (Fables #1)",£41.62,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,http://books.toscrape.com/media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg,,,2025-05-28T10:30:02.008110,sequential art-be6b9ada,worker-3,235.03,0
Batman: The Long Halloween (Batman),£36.50,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,http://books.toscrape.com/media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg,,,2025-05-28T10:30:02.836221,sequential art-be6b9ada,worker-3,235.85,0
Batman: The Dark Knight Returns (Batman),£15.38,In stock,5,Sequential Art,http://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,http://books.toscrape.com/media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg,,,2025-05-28T10:30:03.587452,sequential art-be6b9ada,worker-3,236.61,0
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",£37.34,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,http://books.toscrape.com/media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg,,,2025-05-28T10:30:04.440541,sequential art-be6b9ada,worker-3,237.46,0
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",£53.90,In stock,1,Sequential Art,http://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,http://books.toscrape.com/media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg,,,2025-05-28T10:30:05.192261,sequential art-be6b9ada,worker-3,238.21,0
Through the Woods,£25.38,In stock,2,Sequential Art,http://books.toscrape.com/catalogue/through-the-woods_772/index.html,http://books.toscrape.com/media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg,,,2025-05-28T10:30:05.922056,sequential art-be6b9ada,worker-3,238.94,0
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,In stock,5,Sequential Art,http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,http://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg,,,2025-05-28T10:30:06.696811,sequential art-be6b9ada,worker-3,239.71,0
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,In stock,4,Sequential Art,http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,http://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg,,,2025-05-28T10:30:07.420551,sequential art-be6b9ada,worker-3,240.44,0
Robin War,£47.82,In stock,3,Sequential Art,http://books.toscrape.com/catalogue/robin-war_730/index.html,http://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg,,,2025-05-28T10:30:08.228166,sequential art-be6b9ada,worker-3,241.25,0
